productid,marketid,share,share0,delta_true,xi_true,intercept,x1,x2,x3,z1,z2
1,1,.0006603216668032,.0982220227285457,-4.489851968876588,-.317893091820269,1,-.5116014589319496,.5894465720542786,.7501960098213536,62.86787093695657,75.67482849626883
2,1,.0185552435008182,.0982220227285457,-1.981047095933672,1.407375768777178,1,-.3420570345269433,1.107028938099458,.8466052317166349,116.0387071099374,81.49331633472707
3,1,.0015916395224402,.0982220227285457,-3.501099046166787,.8873354674853842,1,-.4058898272768372,.1317822648533208,.885673048771346,38.61548585539101,84.1210690139248
4,1,.0000363761711653,.0982220227285457,-9.729359124403384,-2.043914142773768,1,-2.123391548287937,-1.531041425533305,.9689879921916247,130.3256025866566,90.24495346906353
5,1,.0296682844752136,.0982220227285457,-5.12342208969552,1.43269997611999,1,.4959698053233651,-.9742870491070837,-1.077804822031791,68.21253846262358,144.7603332716696
6,1,.0000173881538539,.0982220227285457,-8.191741020474501,-1.328524362413152,1,-2.524550774136476,.2936161065804527,.3677180094946739,44.74968313500808,61.93287744017823
7,1,.0021736107608868,.0982220227285457,-3.187467062401115,-.094173284947455,1,.8806233858199121,.2459466964314269,.7801361402950018,42.66525816075414,77.38028002139936
8,1,.0196184862625358,.0982220227285457,-6.586025650097528,.0495193630502685,1,.6503899278167724,-1.222439393737744,-1.063495547226825,91.99150684682998,142.8959607158079
9,1,.0005065362760631,.0982220227285457,-5.691484325204554,.3173641196181269,1,-.9082582911270241,-.8422353650797104,.7416452113840534,58.1193439492758,75.20454293478477
10,1,.0266174780325684,.0982220227285457,-5.460414164552266,-.0289476251086562,1,.2153176267945821,.9665778101473045,-1.613361976385497,98.90887746173335,229.5574463767061
11,1,.0006568078017793,.0982220227285457,-6.538354027505784,.433768455549069,1,-.9043639927478739,-.855636270585077,-.2121222197219031,59.06253288380896,69.55748295103415
12,1,.0019045185334458,.0982220227285457,-5.867893206905364,.6901910929476425,1,-.2931140000689758,-.938608058829525,-.3263622409545059,65.31009988147503,75.1035602742361
13,1,.0002716019282706,.0982220227285457,-5.703136897968437,.5282605917240172,1,-1.574594954273888,.2862176708122105,.056979793769224,44.41097905931612,61.75429343205878
14,1,.0166448356750468,.0982220227285457,-6.445076411889889,.3613730728840191,1,-1.36270489215251,1.153370023815897,-1.597114616437296,122.1320650818459,226.5546225472726
15,1,.0060937519812423,.0982220227285457,-3.01702993485473,.5830038508221231,1,1.22295815856128,.4589660885612995,-.2819580327994328,53.77624903049341,72.78969193071475
16,1,.0350913353370735,.0982220227285457,-7.508669926367665,-.7403734062909672,1,.5293902798328509,-.1729911587105121,-2.124695641199037,34.3159490291879,337.8199846234775
17,1,.0165486779815482,.0982220227285457,-4.945376982431439,1.470296915564183,1,.4071566241425059,-.7945923117067171,-1.028238210431411,54.9144321519918,138.3913669915486
18,1,.0001983989616279,.0982220227285457,-5.759457212661829,.619444532407714,1,-2.921714967246377,.1015674825440239,1.44124573963281,37.76615398349307,138.3382851637338
19,1,.0045701112115416,.0982220227285457,-3.604625043827861,-.8397306068874155,1,.4793668826271441,-.2579944610859145,2.013733141518324,34.80652782428242,227.1419835546476
20,1,.0000974527004877,.0982220227285457,-7.905318251940151,-.6870889114541976,1,-1.453105707209457,-.6939384784182719,-.0711851548582236,48.90478484975467,64.54948797664805
21,1,.1361619008270724,.0982220227285457,-4.722562158483945,.2607455177211789,1,.3099984407918948,-2.21952253708413,1.926216420087112,250.8578437931505,211.4018781651035
22,1,.0105333476448945,.0982220227285457,-2.20608903023425,.7264457633556175,1,1.763704427989654,-.5946239309351417,.8983847093556203,43.98794930425044,85.00964035824788
23,1,.0362981619103055,.0982220227285457,-.7592735607770384,.5608881810765984,1,1.624008939895707,.4996898610312966,1.55613945721936,56.42738408983131,153.4791821627849
24,1,.1438222248386425,.0982220227285457,-1.115453421038342,1.324660196347449,1,.0355448910648453,1.429329111423022,1.095012380126341,162.9537633416059,100.8535780505068
25,1,.0002449451733069,.0982220227285457,-6.313593735719834,-.9433583123532261,1,-.5871014244520167,.5349657050780824,-.3180997039926737,58.86058515313032,74.65777625867544
26,1,.0216028507483804,.0982220227285457,-2.821097864546821,1.346685240000508,1,.314677518987437,-1.246392548375761,1.763931924840995,94.61920272536679,184.2820801884288
27,1,.0005029749037002,.0982220227285457,-7.745358270788985,-.7429585437471176,1,-.441006822471721,-.7888898023304115,-.7725031022397351,54.54634308558254,109.5130716585463
28,1,.0000937306936836,.0982220227285457,-7.831099065111925,-1.450647050602055,1,-.7127156416564029,-.7282285813073741,.0604922084539072,50.83605640380548,61.70127772275568
29,1,.0006387260296587,.0982220227285457,-7.431831230156924,-.3405575385550191,1,-.6734299953290818,-.2910638503858271,-1.126779845886996,35.19651507570386,151.2994146503233
30,1,.0019659833748931,.0982220227285457,-4.084235462011939,1.342205418537524,1,-.3262379806965927,-.5477095534584293,.4475066536055596,42.0151982250424,63.56787272188913
31,1,.0065281859710623,.0982220227285457,-5.6113017283131,1.578344533521091,1,-.4949526729497474,-1.019351147488803,-.6753424413956403,72.06401249095781,100.2900957506864
32,1,.0089603670494976,.0982220227285457,-2.696032232536036,.7728098696814149,1,1.64227813048632,.2039252151746815,-.3150454478784533,41.02001450736361,74.49475447775468
33,1,.0008193933533043,.0982220227285457,-4.60830331617793,-.5399604381179849,1,.4479515162412327,.4306375768672671,.0530680288315558,52.03181433596651,61.81481798092244
34,1,.0039298655946017,.0982220227285457,-3.293032001902984,.8252874268243491,1,.8035405517172037,.2391871843353283,-.1610471647798644,42.38845070904623,67.50852960499843
35,1,.0019628503395243,.0982220227285457,-6.18318639056824,.7695752835385111,1,-.6661608634385409,-1.237591399285252,-.0490094113829585,93.64690277004341,63.9459795092753
36,1,.0071786637772897,.0982220227285457,-5.060644504632784,.5493919419945266,1,.8596470198645082,-1.081160481782987,-.388522984708833,77.68353899936126,78.68053970462014
37,1,.0006315923733749,.0982220227285457,-8.380120349836652,-1.356993981498119,1,-.696374603686292,-1.706178890203354,.3794271255511125,156.4016901883087,62.13216100773521
38,1,.0036741571543746,.0982220227285457,-4.252001764124899,-.0788923791148669,1,-.615656271859741,1.208843432606621,.2337034542430885,129.7142738798557,60.6479974060678
39,1,.0001859236937345,.0982220227285457,-5.956858159620671,-.7707945871025906,1,-.5603945001140168,.1361264401898235,.2382044874061134,38.74525644923984,60.66142140406421
40,1,.0959679398536416,.0982220227285457,-1.096465527412968,-.9453329666321308,1,2.034071585316944,1.123168621308441,1.691627232593778,118.1360436284219,173.0641056702932
41,1,.0018257351916946,.0982220227285457,-3.579913084020369,.6259882674425029,1,-.185175370568809,.5626228865898694,.4166511325160674,60.857046285476,62.85859167507885
42,1,.1147070766810332,.0982220227285457,-4.887350025028492,1.012783042532568,1,.3822680101533669,.6709643007673253,-1.953365378481751,69.42922722381878,298.5740481882992
43,1,.0005769337957761,.0982220227285457,-6.361378054760102,.0637374719427465,1,-.4844137181980455,-.5021555477631147,-.4385462607416887,40.31447839085692,81.84528280323163
44,1,.0017726356249112,.0982220227285457,-4.446950239737157,-.0030560344447225,1,.6688337193089684,.3015162728069085,-.4142441974083111,45.11752061749932,80.27592378207059
45,1,.0035477904884072,.0982220227285457,-2.974911800716522,-.17882916745291,1,1.521086052190984,-.3348343649994442,1.017665679544849,35.88423010863172,94.15058133832311
46,1,.0009359156043926,.0982220227285457,-4.781976432862947,.2260153126709123,1,.134596464486399,-.1101941427691024,-.0323940672511557,34.42688154164703,63.5266670997098
47,1,.0056543977754429,.0982220227285457,-5.326799385943927,-1.721904689982523,1,-.6549341636181972,-.5068739103401008,2.556913377996894,40.4808078755354,342.3060216635188
48,1,.0030513429792392,.0982220227285457,-4.795662048816058,.7537677791698056,1,-.6232288314010265,.80390032531109,-.7301013218959272,81.58317864821433,105.3696670068986
49,1,.0020755603568494,.0982220227285457,-3.393866777613914,.5895511104952119,1,-.4567559566610099,.0646307297161369,1.408707338835748,36.85436712167506,134.2949747190844
50,1,.1044039465343525,.0982220227285457,-3.119059226362197,-.5659317832815964,1,.1796456012608188,-.4499804539935197,2.7172074096521,38.6266161686812,382.0421556947486
1,2,.1334048133068814,.0717021480612038,-10.02973082780241,-.7665583151498113,1,.7414042937830194,-3.539910771930883,-1.464666034504736,637.6297262711655,141.7154891148985
2,2,.0189267118222266,.0717021480612038,-3.074949972833251,.1555630048167831,1,2.204446630950752,-1.382975090703241,.9480154821024557,129.2073498960637,92.12112922186914
3,2,.0005671929523917,.0717021480612038,-6.52933963902118,-.0440848016395329,1,-.1340571599336126,-.8065549659149999,-.5446427115330345,73.6900307809869,52.76646684380253
4,2,.0577315004723796,.0717021480612038,-7.141205192618213,.7566842893472286,1,-.4121039230765839,.0636807565766419,-2.5494663154655,54.0796720851863,357.5118504177749
5,2,.0000179660370762,.0717021480612038,-7.972579574151249,-1.872648737463605,1,-1.555188097146595,.0758776821483013,.3793795783106482,54.35373125194332,50.3317211175072
6,2,.0022541459928626,.0717021480612038,-3.932089513463205,-.2319902747440661,1,1.597904980375026,-.6631119272701835,.3651077081760182,65.14068748094343,49.7071508444965
7,2,.2949575350295536,.0717021480612038,1.027421826104724,2.467117288217234,1,1.537491090536201,1.023668929144361,.9991445182069277,122.0534414354723,97.49472123657674
8,2,.0030556746875963,.0717021480612038,-2.936394846814483,.7508158983398966,1,-.0742921083571089,.4310934870758661,.9559878761268628,68.9913141538203,92.94146981933814
9,2,.0015136343814179,.0717021480612038,-3.925459705604005,-.9516821958276042,1,1.093966331218097,.9034537859376031,.0288023730678992,108.3927567797852,41.0025964110185
10,2,.0018180596222909,.0717021480612038,-6.083568111493123,.8110748095607526,1,-.1642338829433669,-.7091175204564488,-1.02129151765406,67.65404911652793,88.07144759315644
11,2,.0001581011011392,.0717021480612038,-9.375664405520585,-1.419719058888091,1,-.7144994923465361,-1.063668830993426,-1.177777023292531,94.26669026865684,104.7150923710666
12,2,.0176356754408884,.0717021480612038,-3.212787166551349,-.4298780400268185,1,-.3047212517038461,1.290479141293677,1.231332983885639,157.6388798714484,125.2523484054058
13,2,.1325999788269035,.0717021480612038,-3.591559658413431,1.59584403780229,1,.5106890270199138,1.05051020994324,-1.748602933178874,125.3048649297317,186.6011540672444
14,2,.0000960446957987,.0717021480612038,-6.334414311763795,.3511974238884922,1,-2.090878791391387,.2649708280493218,.1402962276897784,60.54375629863434,42.61005970657803
15,2,.0001805104189249,.0717021480612038,-7.604581915110701,-.6452564216931678,1,-1.466901493956876,-1.354020127844769,.861596128384111,125.6101385396139,83.64480191105972
16,2,.003975440267666,.0717021480612038,-3.719187857290321,.4574683060769667,1,.6732525535648388,-.8367215064009466,.9868127894688196,75.75508287746865,96.17427302079543
17,2,.0099446254830262,.0717021480612038,-1.709854296400198,.8126526186110813,1,1.161918515020656,.3936743268314558,.9219002431366088,66.84288533626797,89.47933308484296
18,2,.0007975397994644,.0717021480612038,-5.180036828772528,-.2401614387918731,1,-.1279050318690489,.7630152470076125,-.5749856051192197,94.30087728727877,54.32328688911414
19,2,.0002094248005289,.0717021480612038,-9.039130663353394,-1.45687813328669,1,-.4587812712519621,-1.720262431888513,-.4032088269262286,177.4101177880153,46.74888624311104
20,2,.0002345138897217,.0717021480612038,-6.508586988452537,-.3346000380923558,1,-.541315040549165,-.112969381575498,-.5197025282355183,51.81177962598905,51.55716399215591
21,2,.0003124098794184,.0717021480612038,-6.17575287902419,1.308152766032385,1,-1.801247436730169,-.3979270353882814,-.2847311729381251,54.86187207106182,43.2785024448057
22,2,.0008009834277977,.0717021480612038,-10.05272308303101,.7298044304429032,1,-2.519713092037611,-2.449143114710751,-.8136713067255498,321.2092637173678,69.84454674236447
23,2,.0006246782455506,.0717021480612038,-4.635033678752272,-.6239842308471952,1,.8010034838051944,-.1797396181211076,.3676866864108362,51.7834764477418,49.81847499650294
24,2,.1461641724516931,.0717021480612038,-4.24450366111137,-.5316211354576142,1,1.644199311238483,-1.955958995355015,1.598877158462777,217.9818034066418,180.4332969693411
25,2,.0002424750932416,.0717021480612038,-6.12243402974017,-1.825306499529002,1,-.034704252756852,.9628680155717255,-.2252912930260421,114.9600765688875,42.07676665089041
26,2,.0002351580835551,.0717021480612038,-5.574238027351235,.0902717839024604,1,-1.134229961689562,.5258283441614714,-.0561081937256054,75.06903473815366,40.62891516977967
27,2,.0079723870192956,.0717021480612038,-1.875026583149308,.4749009812650441,1,2.101049822321911,.0249294946208721,.5240931186428641,53.30963913483475,57.83809706926249
28,2,.000739421267839,.0717021480612038,-5.349294529793784,-.8469278604472273,1,.1591754037851394,-.7235220995682184,1.061980026436521,68.48537443277912,104.4638595410072
29,2,.0000852798407023,.0717021480612038,-7.741894430727584,-1.980481289188687,1,-.159599342597758,.1467175512703097,-.7485313502114489,56.24546780927646,65.0320811225596
30,2,.0033625553343596,.0717021480612038,-2.799487929717678,.6682410209469142,1,.2362495405909788,.8290992939976283,.466922214746801,100.6812847362375,54.61735938168378
31,2,.0011872366272336,.0717021480612038,-5.383597174524172,.2221742557706969,1,-.1798812810796339,.5005672101863466,-.9264573594015817,73.35890089754699,79.20049773562846
32,2,.0014221242217547,.0717021480612038,-5.41210373601307,.0238135246644301,1,.3433280025129478,.2115831121083401,-.9908283752987882,58.42659706839724,85.12186488114354
33,2,.0002842678080792,.0717021480612038,-5.282674175545925,-.5246314517880446,1,-.0718872965874218,.0999762374643187,.2138683353652228,54.93982252879808,44.36518633379573
34,2,.0046353872862959,.0717021480612038,-6.054164577996258,.7246640570563025,1,.3778891417342943,-.7599276970758474,-1.396790079711007,70.68077363497447,132.2032995502409
35,2,.0020948778940244,.0717021480612038,-3.627032072741086,.4539623760375993,1,.3782857870967361,-.330852994984192,.8715727591087701,53.39860268600491,84.58445177797319
36,2,.0017939759229996,.0717021480612038,-3.333173247473713,.3407328917977209,1,-.0576999605725282,.5774156530779113,.8063781682231838,78.76358842101689,78.62768886879282
37,2,.001213704931559,.0717021480612038,-5.449844077142786,-1.019059969557088,1,.9418694846888062,.5874418543309677,-.9600954466054729,79.51314503099618,82.24207766365964
38,2,.0007078349915728,.0717021480612038,-5.501157082740882,1.499528224806043,1,-1.27756988118622,-.187261155864711,-.5358542704959938,51.80878635716702,52.33309239134505
39,2,.0040120566883045,.0717021480612038,-4.086188144662403,.1812581463585075,1,-1.512892347665296,.8825862873876404,1.362859769256745,106.1716183171215,143.4158433385692
40,2,.0036346883712933,.0717021480612038,-4.575459915366688,.4881486738780298,1,.8958594157724453,-1.32392912762781,.3644611226106477,121.9624062701061,49.67934670336984
41,2,.000101095099778,.0717021480612038,-7.962567637272278,-.190835089309587,1,-1.653115021273991,-.9487260963601206,-.1698914303285797,84.23447768076223,41.28117799078601
42,2,.0003383072943843,.0717021480612038,-6.318623473870877,-1.380732367796759,1,.8202783413570802,-.160329919682367,-.5978395277488326,51.74482206625971,55.55786960741199
43,2,.0007843376613059,.0717021480612038,-4.123064993736694,-.3473292388577418,1,.0407759647536208,.6920490964815034,.4914391838859228,87.94512545259651,55.95769984098618
44,2,.0197198607349774,.0717021480612038,-3.525944707658418,-1.225437202226316,1,1.268086136666198,1.531702563559331,-.1002962056576307,196.0617462433046,40.72538410466611
45,2,.0004141969495537,.0717021480612038,-4.716241218276092,-1.10179434827244,1,.66764432686699,.3226017360938626,.3953070670354949,63.15548813357607,51.05327611291689
46,2,.0015463475278883,.0717021480612038,-4.838732406302579,-.2564589409876571,1,1.282818653786228,-.4041935967056141,-.460898522395535,55.02202096450401,48.95701689161705
47,2,.0040755902627663,.0717021480612038,-6.937435267937564,.2361216546577092,1,.3878724623273681,-.9954534009418872,-1.565975983980754,88.15027749615814,156.7872959149018
48,2,.0015046324077642,.0717021480612038,-4.202378759702414,.906907914300139,1,.0778073655271161,-.5738772966048793,.3867832570752098,60.88112572242361,50.66390776057371
49,2,.0004169490874559,.0717021480612038,-5.650137159236538,-.3149169057306446,1,-.0208199501706391,.1566450320299721,-.4710453353652255,56.55146790832371,49.38050082359758
50,2,.0377917704976138,.0717021480612038,-3.095714627042404,-.3823034572841195,1,.01358807208818,1.591694764604505,.6813059935490298,206.5391029041498,68.41362352102804
1,3,.0088416224253839,.0919333186590957,-7.111748884739141,-1.820546130813659,1,-.1891165539259642,-1.468259732049642,1.366173532050126,130.7705862923151,146.2388569573887
2,3,.0201009480815825,.0919333186590957,-.3230883952675883,-.267214230703035,1,2.362987209677556,1.120133200546482,1.461005425211409,119.0428058101824,159.5937538180889
3,3,.0001327001216375,.0919333186590957,-5.877703412303551,-.0873573495609373,1,-1.852622249232213,.7428556862894276,.3194205002001717,78.20780644273641,59.77053480174435
4,3,.0037090423960895,.0919333186590957,-4.909419112451166,.4619455959268084,1,.6189219714224945,-.1273962280224747,-.8628904517779944,39.38415108273774,96.5120686566876
5,3,.0066909400462017,.0919333186590957,-5.959985958071446,-.0527492312406727,1,.9150185650322016,-1.181911657841112,-.6403436340218632,95.85467667064944,78.70298131421502
6,3,.0003983622749331,.0919333186590957,-5.676867095849988,-.9613694522181938,1,.4377221525457087,-.3968061555184569,.2435863593409535,43.0240894530786,57.84781441010522
7,3,.0010996989580423,.0919333186590957,-6.448005640703984,-.1618072905866374,1,-.0769942745644809,-.2977723418876626,-.9114317336652047,40.825542532379,101.0676435294786
8,3,.0006560652537757,.0919333186590957,-4.624689447793909,-1.00951449966994,1,1.069374782943997,.1822582633320567,.1331920055999781,44.3452820495711,56.09733183414714
9,3,.098205965546756,.0919333186590957,-1.268765300250501,.8818557273697675,1,.0871208823872691,1.924205295321313,.8380527946711489,254.5167354548454,88.64386966989855
10,3,.0030457031649641,.0919333186590957,-2.736446350987055,2.30593701832569,1,-.9045737156758168,-.141462023192789,1.003652369555859,39.39101842113363,103.6418751040601
11,3,.0012990599995611,.0919333186590957,-7.993038551012386,-1.023995480808128,1,-.7382223223355953,.2911800937683423,-1.522000841637004,48.41557075183691,178.8933015767265
12,3,.0047365542307272,.0919333186590957,-1.839985663646982,.4893323202223268,1,1.262336033929245,.5402832028104159,.8680627793910309,62.27272066913959,91.15428979193219
13,3,.0028127503624055,.0919333186590957,-6.087278639853039,-.6202899465444092,1,-.5032901808775017,-1.184425418989707,1.220726906558577,96.12480456327417,127.5383687540271
14,3,.0005279156691063,.0919333186590957,-4.834875044664095,.2989531347560361,1,-.5095905960669695,-.2215240779332725,.5972864945801116,39.81444661359163,71.82797154018793
15,3,.0010031143536856,.0919333186590957,-6.837569948568699,-.3648957565987568,1,-.3090724298238456,-.056420706398699,-1.107181055747398,39.65732717070631,121.8774246062452
16,3,.0019887546022728,.0919333186590957,-5.745866822747487,.3009562899668761,1,.1366861453641607,-.3346483532966201,-.8488609047819051,41.52728986931245,95.24017259221267
17,3,.0548882680288735,.0919333186590957,-6.158139956061817,.2149178011229677,1,.6025797710548756,-1.896235837039379,-.0794016912002804,198.5473358105998,56.22823835396338
18,3,.0061680828917054,.0919333186590957,-4.755153621462945,1.680401486234358,1,-.7450788073242588,-1.197648897291567,.5071725969185233,97.55640806355233,67.05478720822317
19,3,.0015006496625728,.0919333186590957,-6.130288010187209,1.441993640710834,1,-1.263360606035219,-.7746365420361929,-.5342845028266311,60.60077279577728,71.99313975299506
20,3,.0040567687212264,.0919333186590957,-4.165212228774706,1.489958793203351,1,-.0079643382929902,-.7564095584657409,.109202874780674,59.41857410500254,55.88135592167358
21,3,.0004208188253799,.0919333186590957,-3.995769143438915,-.2970502303672317,1,-.9964194470680844,.2593189465438653,2.038381587452536,47.09973748088355,260.6979044595016
22,3,.4100293990175018,.0919333186590957,1.363361205910046,.8997449033925233,1,.3611767668128839,.9630548626156471,4.139384673088991,100.2772642979929,915.5953028478074
23,3,.0015759591751984,.0919333186590957,-3.895316833516584,-1.667715904846421,1,1.018283617750215,1.320667767753393,.4334476858262292,146.6572961686324,63.76572950973406
24,3,.0013136014580624,.0919333186590957,-7.07601573053727,.0398368157606813,1,-.6270867924365267,-.3240299349799781,-1.164735818881447,41.31100275923826,128.7394963254039
